

productTitle,Review Title,Rating,Review Body
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Not good anymore,1.0 out of 5 stars,"Left auto is old product from same seller. Right is the new one.The product used to be very good earlier. Now the craftsmanship is very poor.  Most of the gems are broken. From top roof corner, back and front everywhere multicolour gems are removed. From back entire row of gems removed.Overall product finishing is VERY poor now."
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Elegant,5.0 out of 5 stars,Worth every penny...too good.... go for it ....same as shown in the picture... nicely crafted ..loved it
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Lovely product,5.0 out of 5 stars,Very Nice
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Good brass but poor quality decoration.,1.0 out of 5 stars,"Pathetic quality of decorative black seal to stick the beads. I gifted someone traveling abroad as a souvenir, but once it was packed and kept safely inside the suitcase to travel, all the black mseal like clay started melting. By the time the person opened this package, the whole brass looked black and smelled like some awful grease. The pics I uploaded is after the item was wiped clean, but the stench still remains.Even the aqua blue top wooden decorative pieces have begun cracking up.In addition to that, it is quite heavy as it is made of brass. The stench of the grease still remains on this item."
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Excellent,5.0 out of 5 stars,"Excellent product, Quality Brass .  Worth the cost. Good for gifting"
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Super,5.0 out of 5 stars,Super
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Bad...,1.0 out of 5 stars,Bad...
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Very small as orders,1.0 out of 5 stars,Dint like mmm
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,gift item,4.0 out of 5 stars,value for money. A good gift item

productTitle,Review Title,Rating,Review Body
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),It’s beautiful & cute,5.0 out of 5 stars,
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Very beautiful,5.0 out of 5 stars,Just perfect for decor and to add a dash of colour
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Swety cutie,5.0 out of 5 stars,"Very much happy about the product,  so colourful"
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),This is super se bhi upper really happy to get it,5.0 out of 5 stars,The media could not be loaded.
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Nice product,5.0 out of 5 stars,Beautiful
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Product is good but painting can be down on both sides as it keeps rotating,4.0 out of 5 stars,Product is good but painting can be down on both sides as it keeps rotating
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Simply awesome...loved it,5.0 out of 5 stars,Very nice....looking forward for some more  ..I made this diy artifical hanging plant by using this beautiful birds for my entrance decor...thanks very satisfied with product
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Amazing 👍,5.0 out of 5 stars,Very beautiful and astounding ❤️
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Good,5.0 out of 5 stars,Good
DRAVY HANDICRAFTS Bird Hanging Decor Home Decoration Main Door Garden Wall Hanging Latkan Decoration Show Piece Office Cafe Festival Decorative Wall Decor(Length-11 inch) (A 1),Good product.,5.0 out of 5 stars,Good for wall decor. But the paint should be on both sides. Please accept the suggestion.



productTitle,Review Title,Rating,Review Body
"Jaipur Woollen Handicraft Traditional Woollen Handmade Door Toran/Bandarwal/Hanging with Door Hanging Set of 2, Multicolor",I loved it,5.0 out of 5 stars,Quality product in  suitable cost
"Jaipur Woollen Handicraft Traditional Woollen Handmade Door Toran/Bandarwal/Hanging with Door Hanging Set of 2, Multicolor",Nice product,5.0 out of 5 stars,Good product
productTitle,Review Title,Rating,Review Body
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Nice product with high price,4.0 out of 5 stars,Good product but price is high
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Kalpita Devi Rai,4.0 out of 5 stars,I like these shelves.easy to assemble n install
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Worth purchase,4.0 out of 5 stars,Can be bought at such price. Sturdiness not so much. easily assembled.
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Useful it's nice,5.0 out of 5 stars,Yes easy to assemble and useful
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Does not have space,1.0 out of 5 stars,If you are planning to buy this product Just by looking at the picture shown by vendor i would recommend don’t ho for it.In the picture you can clearly ary see ther are books 📚 on it & it does not have that much of space it only has space for a glass or cup.
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Not worth,2.0 out of 5 stars,Not worth
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Beautiful,5.0 out of 5 stars,Sabse pahle isko Fevicol Se pest kar le Uske bad agale din ismein khel lagaen
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Poor quality and unfinished,2.0 out of 5 stars,"Quality was too bad, paint was off from many corners, very thin."
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Package is really good. But item not good enough.,1.0 out of 5 stars,Package is really good.Product is not of the best quality.
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood Glossy U Shaped Wall Rack Shelves for Living Room Decoration (Set of 3 , Black, 4x16x4, 4x12x4, 4x8x4 inches)",Good,5.0 out of 5 stars,Good but need a carpenter to fix it perfectly
productTitle,Review Title,Rating,Review Body
sk handicrafts Wooden Folding Square Bed Side Table/end Table/Outdoor Table/Coffee Table/Square Foldable Portable Table 12 inch. (Brown),Satisfied,5.0 out of 5 stars,Easy to handle
sk handicrafts Wooden Folding Square Bed Side Table/end Table/Outdoor Table/Coffee Table/Square Foldable Portable Table 12 inch. (Brown),Looking good,5.0 out of 5 stars,Looking good
productTitle,Review Title,Rating,Review Body
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Very poor finish and quality,1.0 out of 5 stars,Very poor finish
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Not good,1.0 out of 5 stars,Not good
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Nice,5.0 out of 5 stars,Super product
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Good must buy,5.0 out of 5 stars,Cheap and best
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Very nice product👍👍,4.0 out of 5 stars,Supper👍👍👍
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Broken,2.0 out of 5 stars,
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Value for money,4.0 out of 5 stars,Nice
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Average,3.0 out of 5 stars,Not so good...
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",It's nice quality,5.0 out of 5 stars,Good looking elephants
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Cute pair..,4.0 out of 5 stars,"Though the pair looks vry tiny, its cute n adorable.."
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",OK,4.0 out of 5 stars,The metal legs of the elephant are too sharp and imbalanced Which is possible as it's handmade
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Not recommended,2.0 out of 5 stars,Two elephants are different sizes and colour. Not for recommended. Too much price.
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Good item,5.0 out of 5 stars,Good item
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Don't buy,1.0 out of 5 stars,Don't buy
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Disappointed,1.0 out of 5 stars,Cheap quality iron.. easily breakable
"Handicrafts Paradise Carved Aluminium Metal Elephant Showpiece (7.65 cm x 2.55 cm x 6.3 cm, Set of 2)",Good choice,5.0 out of 5 stars,Small and heavy.A little shakey when placed upright. Overall a good choice to gift.
productTitle,Review Title,Rating,Review Body
"Keshv Handicrafts Rajasthani Decorative Hanging Wind Chimes for Home , Office ,Outdoor , Leaving Room Decor ( Set of 2 Piece)",Best product for home decoration,5.0 out of 5 stars,"Nice product for home decor and  super quality or material, best packaging ,super designer on product material best and super."
productTitle,Review Title,Rating,Review Body
Saim Handicrafts Handmade Wooden Lotus Tea Coaster with Half Barrel Shape Stand (3.5 Inch) - Set of 6,A value for money product,4.0 out of 5 stars,This is a very good product. The wood is good quality and the product is very sturdy and solid build.
Saim Handicrafts Handmade Wooden Lotus Tea Coaster with Half Barrel Shape Stand (3.5 Inch) - Set of 6,Exactly as pictures,5.0 out of 5 stars,Very nice and beautiful
Saim Handicrafts Handmade Wooden Lotus Tea Coaster with Half Barrel Shape Stand (3.5 Inch) - Set of 6,Value for money,4.0 out of 5 stars,Scope for improvement in the finish..
Saim Handicrafts Handmade Wooden Lotus Tea Coaster with Half Barrel Shape Stand (3.5 Inch) - Set of 6,Value for money,5.0 out of 5 stars,Value for money
productTitle,Review Title,Rating,Review Body
Fanciful Gifting Handicrafts Eucalyptus Wooden Veena Home Decor Musical Instruments Showpiece Pack of 2 (5 X 5 X 16 cm Brown),Lovely,5.0 out of 5 stars,Liked it
Fanciful Gifting Handicrafts Eucalyptus Wooden Veena Home Decor Musical Instruments Showpiece Pack of 2 (5 X 5 X 16 cm Brown),Good one,4.0 out of 5 stars,Nice.. I liked it.
Fanciful Gifting Handicrafts Eucalyptus Wooden Veena Home Decor Musical Instruments Showpiece Pack of 2 (5 X 5 X 16 cm Brown),Good,3.0 out of 5 stars,Good

productTitle,Review Title,Rating,Review Body
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",Useful,4.0 out of 5 stars,Useful device
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",It's really beautiful,4.0 out of 5 stars,It's a very useful and beautiful product...I like it  ..stylish nd at reasonable cost...
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",Buy it if you have time to replace just in case,3.0 out of 5 stars,The product was unfinished
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",Nice product.,4.0 out of 5 stars,The quality is really good.  Adds a tasteful aesthetic to the room. Does exactly what it promises.
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)","Cute and precisely crafted unique looking specs holder, loved it. ❤️",5.0 out of 5 stars,One of the most unique piece I've bought till date. Crafted precisely. You won't lose your specs anymore. Looks good as a show piece on your table as well.Added bonus is with specs the stand looks so cute that it will catch everyone's eye and make all smile 😁Strongly recommend as a gift as well.
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",Amazing Product Worth Buying,5.0 out of 5 stars,The item is wonderful...It is just like the picture shown in the website. The finishing of the product and the look are equally amazing...such a wonderful piece of art in such affordable price is a great feeling for the customer...Bought this as an anniversary gift for my parents and they loved it.
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",good product,3.0 out of 5 stars,good product
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",Working table accessory,5.0 out of 5 stars,Very useful for people who remove the specs for sometime during working for long hours.
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",Awesome product,5.0 out of 5 stars,"Awesome product, can be used as spex holder or paper weight if fan is on.Adds style to the work table.Product delivered was exactly as in pic.Writing review after 2 weeks of usage."
"Simran Handicrafts Wooden Spectacle Holder, 2.5x6-inch (Brown)",Good product. Does what it says on the tin/अच्छा उत्पाद। टिन पर दिये गये निर्देशों का पालन करो।,5.0 out of 5 stars,"मजबूत, अच्छी तरह से नक्काशीदार और चश्मा अच्छी तरह से रखता है।"


productTitle,Review Title,Rating,Review Body
"Handicraft-Palace Cotton Abstract Wall Hanging Poster (42 x 30 inch, Yellow, Standard)",Poor cloth print,1.0 out of 5 stars,Poor cloth print
"Handicraft-Palace Cotton Abstract Wall Hanging Poster (42 x 30 inch, Yellow, Standard)",Nice,5.0 out of 5 stars,I like the fabric
"Handicraft-Palace Cotton Abstract Wall Hanging Poster (42 x 30 inch, Yellow, Standard)",Gift,5.0 out of 5 stars,Gifted it.


productTitle,Review Title,Rating,Review Body
"GR Handicrafts Moon Gold Tealight Candle Holder for Home Decor &amp; Diwali | Tabletop &amp; Hanging | Votive &amp; Tea Light Stand for Gifting &amp; Decoration | Diyas &amp; Candles (L20,D12,H18)",Wonderful ! So much worth it for the price it's actually so good for just 289,5.0 out of 5 stars,Beautiful ! So much worth for the money it's actually unbelievable they're giving such quality for just 289 and I also got a free tealight
productTitle,Review Title,Rating,Review Body
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,Poor quality,1.0 out of 5 stars,Poor
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,One keychain holder not proper cannot put keys,1.0 out of 5 stars,Please replace one unusable holder - Parrot shape
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,VERY VERY GOOD PRODUCT,5.0 out of 5 stars,VERY VERY GOOD PRODUCT.
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,Very pretty and well-crafted.,5.0 out of 5 stars,"The keychains were, surprisingly for me, of very good quality. The shapes of the animals were very neat, so was the paint over them. Details are also very clear and well done. They could be a bit cheaper, but anyway.2They look very pretty and are great for gifting too, as I did.Worth buying!"
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,Fragile key- do not purchase,1.0 out of 5 stars,The keys are fragile and also is sharp at the edges which can hurt kids
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,Quality is very bad. Elephant and peacock are ripped apart in 2 days.,1.0 out of 5 stars,Though they look good quality is very bad. Spending that much money is not worth. They ripped apart in 2 days.
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,Worth a purchase..,3.0 out of 5 stars,Artistic and durable..
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,Good,5.0 out of 5 stars,Looks beautiful.. delivered quickly
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,🙏🇮🇳👍,5.0 out of 5 stars,Beautiful product encouragement to Indian craft
HANDICRAFTS PARADISE Unisex Carved Wooden Multicolour Key Ring - Set of 5,Scratched against each other. Paint missing.,2.0 out of 5 stars,Scratched against each other. Paint missing. Wont' buy gain from this maker.
productTitle,Review Title,Rating,Review Body
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Too small,4.0 out of 5 stars,"Ok product, small in size, looking good"
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",A good decorative piece,5.0 out of 5 stars,A good decorative piece. You can go for it. I placed a candle into the vase and it looks beautiful
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Awesome,5.0 out of 5 stars,"The media could not be loaded.
                



 This is a very cute little decoration piece. Just beautiful"
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Nice,4.0 out of 5 stars,Looks gud
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Ok product,3.0 out of 5 stars,I was expecting a bit bog size of that round pot. It is way too small than my expectation. Lookwise it's good product.
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Stunning luk🥰🥰🥰,5.0 out of 5 stars,Wowwww product😍... But pot little small 🤏🤏🤏otherwise super👌👌👌👌
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",small,3.0 out of 5 stars,It's small but fine overall.
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Superb,5.0 out of 5 stars,Worth it
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Bit costly,4.0 out of 5 stars,Liked the product but it's bit costly according to the size.
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",IT IS TOO SMALL,2.0 out of 5 stars,I have not expected this it is too small and finish is not like new. It looks gud But too small it is better to buy from shops. Even hight is not more than my finger totally disappointed 😞
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Very nice  very nice,5.0 out of 5 stars,"The media could not be loaded.
                



 It is just small"
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Excellent product,5.0 out of 5 stars,"The product is very good, value for money"
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Value purchase,5.0 out of 5 stars,Very nice
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Very nice product,5.0 out of 5 stars,Very nice
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Beautiful,5.0 out of 5 stars,Adds beauty to the space
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Best must buy,5.0 out of 5 stars,Must buy
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Cute little product,4.0 out of 5 stars,Beautiful product
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Very nice product,5.0 out of 5 stars,
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",Nice product but a little costly,4.0 out of 5 stars,Looks good nice quality but a little costly
"Innovative Handicrafts Creative Metal Geometric Designer Vase (Gold, 24 x 24)",The product was good.,5.0 out of 5 stars,"The overall product is good,worth the money .I think the product was damaged by the courier service by Amazon,there was a quick response and replacement from the seller."
productTitle,Review Title,Rating,Review Body
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Looking very fascinating,5.0 out of 5 stars,Nice product you can buy this
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Delivery boy demands extra money,4.0 out of 5 stars,Over all product is good but trye is plastic all glasses are steel good design.
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Lovely product,4.0 out of 5 stars,I loved it.. Purchased for gifting my friend. Will order for myself too.
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Quality of glasses very poor,3.0 out of 5 stars,Quality of glasses is very poor
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Nice one,4.0 out of 5 stars,design and durability is good
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Not long lasting,3.0 out of 5 stars,Its little costly as compared to local market . Doesn’t last long . Overall looks royal to use .its made of sturdy material . Bit heavy tray . Good for first few times .
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Awesome,5.0 out of 5 stars,Beautiful I loved it
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Awesome product. Price is good n product very beautiful.,5.0 out of 5 stars,Cool product. So beautiful design on glasses n tray. Loved itCan b used for gifting or for serving to guests on special occasions.
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Worth for the money,4.0 out of 5 stars,Good
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Good,5.0 out of 5 stars,Like it
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Excellent for gifting,5.0 out of 5 stars,This is too good for giftin purpose for NRI people.Indian design.i ordered a second one too after getting it.
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Amazing one,5.0 out of 5 stars,Its absolutely worth for money...looks as similar as shown in d picture...if you are here to see the reviews plz go ahead nd buy it...Such an amazing product...i've received this one the very nxt day of my order
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Product is awesome no doubt bt price should be upto 500 rs,5.0 out of 5 stars,
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Cool,4.0 out of 5 stars,It's a good quality with quantityI like it.
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Product size are very small,4.0 out of 5 stars,Nice package but glass size very small
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Low quality and non-reusable,1.0 out of 5 stars,Glasses have low quality steelNo real meenakariJust covered with golden printed paperNot washablePoor finishingLooks pretty showpiece
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Beautiful,4.0 out of 5 stars,Very beautiful. Quality is good. But size is small.
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Good display item with very little practical use,3.0 out of 5 stars,"Looks nice but actually tray different from thr Design shown in product pics. Also, glasses are small and not strong. The Design is actually a sticker and requires very careful handling. One of the glasses has black unremovable marks. See picture.  Good display item with very little practical use."
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",So so,3.0 out of 5 stars,Tray made of fragile material not of steel and meenakari are tatto which are stick on glasses otherwise product looks beautiful.
"Navrang Meenakari Peacock Design Glass with Handle and Handicraft Serving Tray Set, 12 x 7 x 3.5 Inch Wooden Golden Meenakari Tray",Nice,4.0 out of 5 stars,Nice product.

productTitle,Review Title,Rating,Review Body
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood MDF- Medium Density Fiber Glossy Zig zag Corner Rack Shelves for Living and Bedroom Decoration (Black, Large, Set of 1)",Good,4.0 out of 5 stars,Its easy to to assemble also material used in this product is also good... But i think price is a little bit high..
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood MDF- Medium Density Fiber Glossy Zig zag Corner Rack Shelves for Living and Bedroom Decoration (Black, Large, Set of 1)",Very good,4.0 out of 5 stars,"I liked the product, happy to fix it in the corner of the living room , it added the beauty to the room ."
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood MDF- Medium Density Fiber Glossy Zig zag Corner Rack Shelves for Living and Bedroom Decoration (Black, Large, Set of 1)",Worthy to buy,4.0 out of 5 stars,"Apart from its build quality and installation, other are good. Need drill machine and slabs can hold only very light weight material. It can be improved by giving additional support. Looks very nice after installation."
"SAW SAQIB ALI WOODEN HANDICRAFTS Engineered Wood MDF- Medium Density Fiber Glossy Zig zag Corner Rack Shelves for Living and Bedroom Decoration (Black, Large, Set of 1)",Too small na book rakh sktee hai na shop me use kr skte h,3.0 out of 5 stars,The media could not be loaded.
